Protein,Protein Name,Gene Name,Function,ProteinGroup,FastaHeaders,Proteins,Peptides,RazorUniquePeptides,UniquePeptides,Coverage,MolWeight,LFQ intensity C-1,LFQ intensity C-2,LFQ intensity C-3,LFQ intensity T-1,LFQ intensity T-2,LFQ intensity T-3,Identified or Quantified
Q9UF24,Uncharacterized protein DKFZp586K0821 (Fragment),DKFZp586K0821,,Q9UF24;Q53FM7;O75489;E9PS48,"Q9UF24_HUMAN Uncharacterized protein DKFZp586K0821 (Fragment) OS=Homo sapiens OX=9606 GN=DKFZp586K0821 PE=2 SV=1;Q53FM7_HUMAN NADH dehydrogenase (Ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase) variant (Fragment) OS=Homo sapiens OX=9606 PE=2 ",4,2,2,2,11.1,22.218,,17964000,,,,,Identified
O75533,Splicing factor 3B subunit 1,SF3B1,"Involved in pre-mRNA splicing as a component of the splicing factor SF3B complex (PubMed:27720643). SF3B complex is required for 'A' complex assembly formed by the stable binding of U2 snRNP to the branchpoint sequence (BPS) in pre-mRNA. Sequence independent binding of SF3A/SF3B complex upstream of the branch site is essential, it may anchor U2 snRNP to the pre-mRNA (PubMed:12234937). Together with other U2 snRNP complex components may also play a role in the selective processing of microRNAs (miRNAs) from the long primary miRNA transcript, pri-miR-17-92 (By similarity). May also be involved in the assembly of the 'E' complex (PubMed:10882114). Belongs also to the minor U12-dependent spliceosome, which is involved in the splicing of rare class of nuclear pre-mRNA intron (PubMed:15146077).",O75533;A0JLT9;Q32Q20;A0PJH5;Q7Z497,SF3B1_HUMAN Splicing factor 3B subunit 1 OS=Homo sapiens OX=9606 GN=SF3B1 PE=1 SV=3;A0JLT9_HUMAN SF3B1 protein (Fragment) OS=Homo sapiens OX=9606 GN=SF3B1 PE=2 SV=1;Q32Q20_HUMAN SF3B1 protein (Fragment) OS=Homo sapiens OX=9606 GN=SF3B1 PE=2 SV=1;A0PJH5_HUM,5,9,9,9,10.2,145.83,92837000,79806000,142850000,108390000,81649000,53329000,Quantified
O75940,Survival of motor neuron-related-splicing factor 30,SMNDC1,Necessary for spliceosome assembly. Overexpression causes apoptosis.,O75940,SPF30_HUMAN Survival of motor neuron-related-splicing factor 30 OS=Homo sapiens OX=9606 GN=SMNDC1 PE=1 SV=1,1,1,1,1,11.3,26.711,,,,,,,Identified
O75944,Aconitase (Fragment),ACON,,O75944,O75944_HUMAN Aconitase (Fragment) OS=Homo sapiens OX=9606 GN=ACON PE=2 SV=1,1,13,13,4,25.7,65.347,9421200,402900000,4105800,30897000,108150000,150720000,Quantified
O76039,Cyclin-dependent kinase-like 5,CDKL5,"Mediates phosphorylation of MECP2 (PubMed:15917271, PubMed:16935860). May regulate ciliogenesis (PubMed:29420175).",O76039,CDKL5_HUMAN Cyclin-dependent kinase-like 5 OS=Homo sapiens OX=9606 GN=CDKL5 PE=1 SV=1,1,1,1,1,1.1,115.54,,,,70626000,,,Identified
O94804,Serine/threonine-protein kinase 10,STK10,"Serine/threonine-protein kinase involved in regulation of lymphocyte migration. Phosphorylates MSN, and possibly PLK1. Involved in regulation of lymphocyte migration by mediating phosphorylation of ERM proteins such as MSN. Acts as a negative regulator of MAP3K1/MEKK1. May also act as a cell cycle regulator by acting as a polo kinase kinase: mediates phosphorylation of PLK1 in vitro; however such data require additional evidences in vivo.",O94804;H0YB71,STK10_HUMAN Serine/threonine-protein kinase 10 OS=Homo sapiens OX=9606 GN=STK10 PE=1 SV=1;H0YB71_HUMAN Serine/threonine-protein kinase 10 (Fragment) OS=Homo sapiens OX=9606 GN=STK10 PE=1 SV=1,2,3,3,3,3.3,112.13,15340000,,18675000,20184000,14835000,,Quantified
O94973,AP-2 complex subunit alpha-2,AP2A2,"Component of the adaptor protein complex 2 (AP-2). Adaptor protein complexes function in protein transport via transport vesicles in different membrane traffic pathways. Adaptor protein complexes are vesicle coat components and appear to be involved in cargo selection and vesicle formation. AP-2 is involved in clathrin-dependent endocytosis in which cargo proteins are incorporated into vesicles surrounded by clathrin (clathrin-coated vesicles, CCVs) which are destined for fusion with the early endosome. The clathrin lattice serves as a mechanical scaffold but is itself unable to bind directly to membrane components. Clathrin-associated adaptor protein (AP) complexes which can bind directly to both the clathrin lattice and to the lipid and protein components of membranes are considered to be the major clathrin adaptors contributing the CCV formation. AP-2 also serves as a cargo receptor to selectively sort the membrane proteins involved in receptor-mediated endocytosis. AP-2 seems to play a role in the recycling of synaptic vesicle membranes from the presynaptic surface. AP-2 recognizes Y-X-X-[FILMV] (Y-X-X-Phi) and [ED]-X-X-X-L-[LI] endocytosis signal motifs within the cytosolic tails of transmembrane cargo molecules. AP-2 may also play a role in maintaining normal post-endocytic trafficking through the ARF6-regulated, non-clathrin pathway. During long-term potentiation in hippocampal neurons, AP-2 is responsible for the endocytosis of ADAM10 (PubMed:23676497). The AP-2 alpha subunit binds polyphosphoinositide-containing lipids, positioning AP-2 on the membrane. The AP-2 alpha subunit acts via its C-terminal appendage domain as a scaffolding platform for endocytic accessory proteins. The AP-2 alpha and AP-2 sigma subunits are thought to contribute to the recognition of the [ED]-X-X-X-L-[LI] motif (By similarity).",O94973;A0A0G2JS82;B7Z5S9;B7Z1Q4;A0A0G2JQM1;B3KMI7;E9PR62;Q8N2F8;Q59FN8;A0A0G2JQT9;H0YEG0;A0A0G2JRF9;A0A0G2JQA4;M0R2D9;E9PQP4;E9PNC4;A0A0G2JRS3;A0A0G2JS17;H0YDE9,AP2A2_HUMAN AP-2 complex subunit alpha-2 OS=Homo sapiens OX=9606 GN=AP2A2 PE=1 SV=2;A0A0G2JS82_HUMAN AP-2 complex subunit alpha-2 (Fragment) OS=Homo sapiens OX=9606 GN=AP2A2 PE=1 SV=1;B7Z5S9_HUMAN AP-2 complex subunit alpha OS=Homo sapiens OX=9606 PE=2 SV=,19,12,6,6,14.9,103.96,22191000,21918000,24999000,27501000,22655000,29166000,Quantified
O95218,Zinc finger Ran-binding domain-containing protein 2,ZRANB2,Splice factor required for alternative splicing of TRA2B/SFRS10 transcripts. May interfere with constitutive 5'-splice site selection.,O95218,ZRAB2_HUMAN Zinc finger Ran-binding domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ZRANB2 PE=1 SV=2,1,2,2,2,8.2,37.404,,,,4799700,6243500,,Quantified
O95613,Pericentrin,PCNT,"Integral component of the filamentous matrix of the centrosome involved in the initial establishment of organized microtubule arrays in both mitosis and meiosis. Plays a role, together with DISC1, in the microtubule network formation. Is an integral component of the pericentriolar material (PCM). May play an important role in preventing premature centrosome splitting during interphase by inhibiting NEK2 kinase activity at the centrosome.",O95613,PCNT_HUMAN Pericentrin OS=Homo sapiens OX=9606 GN=PCNT PE=1 SV=4,1,1,1,1,0.4,378.03,,,,,,21588000,Identified
O95626,Acidic leucine-rich nuclear phosphoprotein 32 family member D,ANP32D,,O95626;Q3KPI8;O43423,AN32D_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member D OS=Homo sapiens OX=9606 GN=ANP32D PE=2 SV=2;Q3KPI8_HUMAN ANP32A protein OS=Homo sapiens OX=9606 GN=ANP32A PE=2 SV=1,3,3,1,1,16,14.806,15940000,19691000,,,705870,,Quantified
O95747,Serine/threonine-protein kinase OSR1,OXSR1,"Phosphorylates RELL1, RELL2 and RELT (PubMed:16389068, PubMed:28688764). Phosphorylates PAK1 (PubMed:14707132). Phosphorylates PLSCR1 in the presence of RELT (PubMed:22052202).",O95747,OXSR1_HUMAN Serine/threonine-protein kinase OSR1 OS=Homo sapiens OX=9606 GN=OXSR1 PE=1 SV=1,1,1,1,1,3.6,58.022,,,,,,,Identified
O95782,AP-2 complex subunit alpha-1,AP2A1,"Component of the adaptor protein complex 2 (AP-2). Adaptor protein complexes function in protein transport via transport vesicles in different membrane traffic pathways. Adaptor protein complexes are vesicle coat components and appear to be involved in cargo selection and vesicle formation. AP-2 is involved in clathrin-dependent endocytosis in which cargo proteins are incorporated into vesicles surrounded by clathrin (clathrin-coated vesicles, CCVs) which are destined for fusion with the early endosome. The clathrin lattice serves as a mechanical scaffold but is itself unable to bind directly to membrane components. Clathrin-associated adaptor protein (AP) complexes which can bind directly to both the clathrin lattice and to the lipid and protein components of membranes are considered to be the major clathrin adaptors contributing the CCV formation. AP-2 also serves as a cargo receptor to selectively sort the membrane proteins involved in receptor-mediated endocytosis. AP-2 seems to play a role in the recycling of synaptic vesicle membranes from the presynaptic surface. AP-2 recognizes Y-X-X-[FILMV] (Y-X-X-Phi) and [ED]-X-X-X-L-[LI] endocytosis signal motifs within the cytosolic tails of transmembrane cargo molecules. AP-2 may also play a role in maintaining normal post-endocytic trafficking through the ARF6-regulated, non-clathrin pathway. During long-term potentiation in hippocampal neurons, AP-2 is responsible for the endocytosis of ADAM10 (PubMed:23676497). The AP-2 alpha subunit binds polyphosphoinositide-containing lipids, positioning AP-2 on the membrane. The AP-2 alpha subunit acts via its C-terminal appendage domain as a scaffolding platform for endocytic accessory proteins. The AP-2 alpha and AP-2 sigma subunits are thought to contribute to the recognition of the [ED]-X-X-X-L-[LI] motif (By similarity).",O95782;Q8N9K4;B4DXJ6,AP2A1_HUMAN AP-2 complex subunit alpha-1 OS=Homo sapiens OX=9606 GN=AP2A1 PE=1 SV=3,3,15,15,9,18.5,107.54,129290000,116900000,137020000,122540000,140550000,118840000,Quantified
Q53GY1,BCL2-associated athanogene 3 variant (Fragment),,,Q53GY1;O95817,Q53GY1_HUMAN BCL2-associated athanogene 3 variant (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1;BAG3_HUMAN BAG family molecular chaperone regulator 3 OS=Homo sapiens OX=9606 GN=BAG3 PE=1 SV=3,2,2,2,2,5,61.603,2261700,3767900,2326300,2330200,2425200,9562100,Quantified
V9HWB9,L-lactate dehydrogenase,HEL-S-133P,,V9HWB9;P00338;F5H5J4;F5H6W8;F5GXH2;F5GYU2;F5GXY2;B4DJI1,V9HWB9_HUMAN L-lactate dehydrogenase OS=Homo sapiens OX=9606 GN=HEL-S-133P PE=2 SV=1;LDHA_HUMAN L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2;F5H5J4_HUMAN L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=1,8,4,3,3,11.4,36.688,221850000,194690000,254380000,279700000,273560000,369490000,Quantified
V9HW90,Glutathione reductase,HEL-75,Maintains high levels of reduced glutathione in the cytosol.,V9HW90;P00390,"V9HW90_HUMAN Glutathione reductase OS=Homo sapiens OX=9606 GN=HEL-75 PE=2 SV=1;GSHR_HUMAN Glutathione reductase, mitochondrial OS=Homo sapiens OX=9606 GN=GSR PE=1 SV=2",2,2,2,2,5,56.256,23963000,23103000,30866000,33766000,25077000,18515000,Quantified
V9HWH6,Purine nucleoside phosphorylase,HEL-S-156an,"The purine nucleoside phosphorylases catalyze the phosphorolytic breakdown of the N-glycosidic bond in the beta-(deoxy)ribonucleoside molecules, with the formation of the corresponding free purine bases and pentose-1-phosphate.",V9HWH6;Q8N7G1;P00491;G3V5M2;Q9P1G4;G3V393;G3V2H3,V9HWH6_HUMAN Purine nucleoside phosphorylase OS=Homo sapiens OX=9606 GN=HEL-S-156an PE=2 SV=1;Q8N7G1_HUMAN Purine nucleoside phosphorylase OS=Homo sapiens OX=9606 PE=2 SV=1;PNPH_HUMAN Purine nucleoside phosphorylase OS=Homo sapiens OX=9606 GN=PNP PE=1 SV=2,7,5,5,5,19.7,32.118,91391000,77765000,82550000,111750000,103800000,88403000,Quantified
V9HWF4,Phosphoglycerate kinase,HEL-S-68p,,V9HWF4;P00558;B4E1H9;B4DHM5;B4DHB3;B4DWQ3;A0A140VJR3;P07205;V9HW85;Q16444,V9HWF4_HUMAN Phosphoglycerate kinase OS=Homo sapiens OX=9606 GN=HEL-S-68p PE=2 SV=1;PGK1_HUMAN Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3;B4E1H9_HUMAN Phosphoglycerate kinase OS=Homo sapiens OX=9606 PE=2 SV=1;B4DHM5_HUMAN Phosphogl,10,15,15,15,39.3,44.614,1543800000,1428000000,1532200000,1771200000,2000000000,1706700000,Quantified
P01023,Alpha-2-macroglobulin,A2M,"Is able to inhibit all four classes of proteinases by a unique 'trapping' mechanism. This protein has a peptide stretch, called the 'bait region' which contains specific cleavage sites for different proteinases. When a proteinase cleaves the bait region, a conformational change is induced in the protein which traps the proteinase. The entrapped enzyme remains active against low molecular weight substrates (activity against high molecular weight substrates is greatly reduced). Following cleavage in the bait region, a thioester bond is hydrolyzed and mediates the covalent binding of the protein to the proteinase.",P01023,A2MG_HUMAN Alpha-2-macroglobulin OS=Homo sapiens OX=9606 GN=A2M PE=1 SV=3,1,7,1,1,5.1,163.29,,4168500,3201600,4175100,3255500,,Quantified
V9HWA9,Epididymis secretory sperm binding protein Li 62p,HEL-S-62p,,V9HWA9;P01024;B4E216;M0QYC8;M0QXZ3;B4DR57,"V9HWA9_HUMAN Epididymis secretory sperm binding protein Li 62p OS=Homo sapiens OX=9606 GN=HEL-S-62p PE=2 SV=1;CO3_HUMAN Complement C3 OS=Homo sapiens OX=9606 GN=C3 PE=1 SV=2;B4E216_HUMAN cDNA FLJ57339, highly similar to Complement C3 OS=Homo sapiens OX=960",6,14,5,5,9.1,187.15,629700000,434280000,673420000,476310000,617960000,525960000,Quantified
Q0KKI6,Immunoblobulin light chain (Fragment),,,Q0KKI6;Q5EFE6;V9HW34;Q6PJF2;Q7Z3Y4;Q6PIL8;Q6P5S8;Q6GMX0;Q8TCD0;P01834;A0A5H1ZRQ3;A0A4P8J4D6;A0A4P8J2G1;P0DOX7;A0A4P8J9P8;S6AWD6;S6AWF4;S6BGE9;S6AWD3;S6C4R6;S6B2A1;S6B2C3;S6B294;S6AWE3;Q569I7,Q0KKI6_HUMAN Immunoblobulin light chain (Fragment) OS=Homo sapiens OX=9606 PE=1 SV=1;Q5EFE6_HUMAN Anti-RhD monoclonal T125 kappa light chain OS=Homo sapiens OX=9606 PE=2 SV=1;V9HW34_HUMAN Epididymis luminal protein 213 OS=Homo sapiens OX=9606 GN=HEL-213 PE,25,3,3,3,25.1,24.03,124540000,109180000,124530000,100860000,105000000,86321000,Quantified
P02452,Collagen alpha-1(I) chain,COL1A1,Type I collagen is a member of group I collagen (fibrillar forming collagen).,P02452;Q6LAN8;H9C5C5;Q9UMA6;T1RTD8;CON__Q862S4;B7Z4S2,CO1A1_HUMAN Collagen alpha-1(I) chain OS=Homo sapiens OX=9606 GN=COL1A1 PE=1 SV=5;Q6LAN8_HUMAN Collagen type I alpha 1 (Fragment) OS=Homo sapiens OX=9606 GN=COL1A1 PE=4 SV=1;H9C5C5_HUMAN Collagen alpha-1(I) chain preproprotein OS=Homo sapiens OX=9606 GN=CO,7,12,12,5,10.4,138.94,132610000,18765000000,22005000,702550000,419860000,15243000000,Quantified
V9HW27,Alpha-crystallin B chain,HEL-S-101,"May contribute to the transparency and refractive index of the lens. Has chaperone-like activity, preventing aggregation of various proteins under a wide range of stress conditions.",V9HW27;P02511;A0A024R3B9;E9PJL7;A0A140G961;C3VMY8;E9PNH7;E9PRA8;B4DIA6;E9PS12,V9HW27_HUMAN Alpha-crystallin B chain OS=Homo sapiens OX=9606 GN=HEL-S-101 PE=2 SV=1;CRYAB_HUMAN Alpha-crystallin B chain OS=Homo sapiens OX=9606 GN=CRYAB PE=1 SV=2;A0A024R3B9_HUMAN Alpha-crystallin B chain OS=Homo sapiens OX=9606 GN=CRYAB PE=1 SV=1;E9PJL7,10,5,5,5,28.6,20.159,164320000,381530000,255210000,150700000,190280000,317930000,Quantified
V9HVY1,Epididymis secretory sperm binding protein Li 78p,HEL-S-78p,,V9HVY1;P02675;D6REL8;D3DP13;B4E1D3;CON__P02676,V9HVY1_HUMAN Epididymis secretory sperm binding protein Li 78p OS=Homo sapiens OX=9606 GN=HEL-S-78p PE=2 SV=1;FIBB_HUMAN Fibrinogen beta chain OS=Homo sapiens OX=9606 GN=FGB PE=1 SV=2;D6REL8_HUMAN Fibrinogen beta chain OS=Homo sapiens OX=9606 GN=FGB PE=1 S,6,6,6,6,14.3,55.928,,72458000,,16629000,9250600,280820000,Quantified
P02787,Serotransferrin,TF,"Transferrins are iron binding transport proteins which can bind two Fe(3+) ions in association with the binding of an anion, usually bicarbonate. It is responsible for the transport of iron from sites of absorption and heme degradation to those of storage and utilization. Serum transferrin may also have a further role in stimulating cell proliferation.",P02787;Q06AH7;A0PJA6,TRFE_HUMAN Serotransferrin OS=Homo sapiens OX=9606 GN=TF PE=1 SV=3;Q06AH7_HUMAN Transferrin OS=Homo sapiens OX=9606 GN=TF PE=2 SV=1,3,56,56,1,72.1,77.063,1.9998E+11,2.2443E+11,2.3517E+11,1.8378E+11,2.0052E+11,1.79E+11,Quantified
P02790,Hemopexin,HPX,"Binds heme and transports it to the liver for breakdown and iron recovery, after which the free hemopexin returns to the circulation.",P02790;Q9BS19;B7Z8Q4,HEMO_HUMAN Hemopexin OS=Homo sapiens OX=9606 GN=HPX PE=1 SV=2;Q9BS19_HUMAN Epididymis secretory sperm binding protein OS=Homo sapiens OX=9606 GN=HPX PE=1 SV=1,3,15,15,15,37.2,51.676,1366600000,1384900000,1739400000,1484700000,1405000000,1464400000,Quantified
P04066,Tissue alpha-L-fucosidase,FUCA1,"Alpha-L-fucosidase is responsible for hydrolyzing the alpha-1,6-linked fucose joined to the reducing-end N-acetylglucosamine of the carbohydrate moieties of glycoproteins.",P04066;B5MDC5,"FUCO_HUMAN Tissue alpha-L-fucosidase OS=Homo sapiens OX=9606 GN=FUCA1 PE=1 SV=4;B5MDC5_HUMAN cDNA FLJ52780, highly similar to Tissue alpha-L-fucosidase OS=Homo sapiens OX=9606 PE=2 SV=2",2,4,4,4,9.7,53.688,196930000,227560000,261380000,190900000,193150000,207580000,Quantified
V9HWN7,Fructose-bisphosphate aldolase,HEL-S-87p,,V9HWN7;P04075;H3BQN4;J3KPS3;H3BPS8;H3BUH7;H3BR04;A0A0M4FNU3;H3BMQ8;H3BU78;A4UCS9;A4UCT0;H3BR68;B7Z1Z9;B7Z3K7;B7Z1L5,V9HWN7_HUMAN Fructose-bisphosphate aldolase OS=Homo sapiens OX=9606 GN=HEL-S-87p PE=2 SV=1;ALDOA_HUMAN Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2;H3BQN4_HUMAN Fructose-bisphosphate aldolase OS=Homo sapiens OX=9606 GN=ALDOA ,16,17,17,14,53.6,39.42,3392200000,3866600000,4025200000,3455300000,4073800000,3850800000,Quantified
Q5TZZ9,Annexin,ANXA1,,Q5TZZ9;P04083;A0A4D5RAG0;A0A4D5RAA5;A0A4D5RAJ5;A0A4D5RA86;A0A4D5RAB7;A0A4D5RAA2;A0A4D5RAH8;A0A4D5RAU4;A0A4D5RAI5;B4DL19;A0A4D5RAT3;A0A4D5RAD4;A0A4D5RAH1;Q5T3N1;Q05BR2;A0A4D5RAF4;A0A4D5RAB9;A0A4D5RBH8;A0A4D5RAI2;A0A4D5RBK2;A0A4D5RAD9;A0A4D5RAS2;A0A4D5RBT3;A0A4D5RBR8;A0A4D5RBL6;Q5T3N0;A0A4D5RA95;A0A4D5RAH0,Q5TZZ9_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA1 PE=2 SV=1;ANXA1_HUMAN Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2;A0A4D5RAG0_HUMAN Annexin OS=Homo sapiens OX=9606 PE=3 SV=1;A0A4D5RAA5_HUMAN Annexin OS=Homo sapiens OX=9606 PE=3 SV=1;A0A4D5RA,30,6,6,6,15.6,38.714,2054500000,1697600000,2385600000,1799700000,1693000000,1394500000,Quantified
P04259,"Keratin, type II cytoskeletal 6B",KRT6B,,P04259,"K2C6B_HUMAN Keratin, type II cytoskeletal 6B OS=Homo sapiens OX=9606 GN=KRT6B PE=1 SV=5",1,33,21,1,53.2,60.066,1372300000,280300000,231780000,190630000,28268000,159610000,Quantified
P04899,Guanine nucleotide-binding protein G(i) subunit alpha-2,GNAI2,Guanine nucleotide-binding proteins (G proteins) are involved as modulators or transducers in various transmembrane signaling systems. The G(i) proteins are involved in hormonal regulation of adenylate cyclase: they inhibit the cyclase in response to beta-adrenergic stimuli. May play a role in cell division.,P04899;B3KX51;Q96C71;B3KP24;Q93020;Q6LCB5;P63096;P08754;A0A1W2PRE1;A2A2R6;A0A1W2PQK2;A0A087WTB6;Q5JWD1;H0Y7E8;A0A1W2PRJ7;A0A087WZE5;A0A1W2PS82;A0A3B3IUA8;Q5JWE9;H0Y7F4;A1LQ23;Q8N2B4;Q5T697;B3KP89;A0A142CHG9;A0A024R097;Q5FWY2;A0A0S2Z3S5;A8K1Y9;A0A0S2Z3H8;P11488;P19087;P09471;A8MTJ3;P38405;P63092;Q5JWF2,"GNAI2_HUMAN Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens OX=9606 GN=GNAI2 PE=1 SV=3;B3KX51_HUMAN cDNA FLJ44754 fis, clone BRACE3030748, highly similar to Guanine nucleotide-binding protein G(i), alpha-2 subunit OS=Homo sapiens OX",37,8,8,8,31.5,40.45,112250000,111220000,120840000,99911000,108950000,81598000,Quantified
P05089,Arginase-1,ARG1,"Key element of the urea cycle converting L-arginine to urea and L-ornithine, which is further metabolized into metabolites proline and polyamides that drive collagen synthesis and bioenergetic pathways critical for cell proliferation, respectively; the urea cycle takes place primarily in the liver and, to a lesser extent, in the kidneys.",P05089;A0A5F9ZH78;A0A5F9ZGN6,ARGI1_HUMAN Arginase-1 OS=Homo sapiens OX=9606 GN=ARG1 PE=1 SV=2;A0A5F9ZH78_HUMAN Arginase-1 OS=Homo sapiens OX=9606 GN=ARG1 PE=4 SV=1;A0A5F9ZGN6_HUMAN Arginase-1 OS=Homo sapiens OX=9606 GN=ARG1 PE=4 SV=1,3,5,5,5,16.5,34.735,332140000,309080000,331380000,543790000,518640000,563160000,Quantified
P05107,Integrin beta-2,ITGB2,"Integrin ITGAL/ITGB2 is a receptor for ICAM1, ICAM2, ICAM3 and ICAM4. Integrin ITGAL/ITGB2 is also a receptor for the secreted form of ubiquitin-like protein ISG15; the interaction is mediated by ITGAL (PubMed:29100055). Integrins ITGAM/ITGB2 and ITGAX/ITGB2 are receptors for the iC3b fragment of the third complement component and for fibrinogen. Integrin ITGAX/ITGB2 recognizes the sequence G-P-R in fibrinogen alpha-chain. Integrin ITGAM/ITGB2 recognizes P1 and P2 peptides of fibrinogen gamma chain. Integrin ITGAM/ITGB2 is also a receptor for factor X. Integrin ITGAD/ITGB2 is a receptor for ICAM3 and VCAM1. Contributes to natural killer cell cytotoxicity (PubMed:15356110). Involved in leukocyte adhesion and transmigration of leukocytes including T-cells and neutrophils (PubMed:11812992, PubMed:28807980). Triggers neutrophil transmigration during lung injury through PTK2B/PYK2-mediated activation (PubMed:18587400). Integrin ITGAL/ITGB2 in association with ICAM3, contributes to apoptotic neutrophil phagocytosis by macrophages (PubMed:23775590). In association with alpha subunit ITGAM/CD11b, required for CD177-PRTN3-mediated activation of TNF primed neutrophils (PubMed:21193407).",P05107;B4E0R1;A0A494C0X7;D3DSM0;J3KNI6;Q8WWJ8;Q59H50;A0A024DAS5;A0A024D9P8;Q96PT7;A0A024D9S0;A0A024DAT2;E5RK25;E7EVZ9,ITB2_HUMAN Integrin beta-2 OS=Homo sapiens OX=9606 GN=ITGB2 PE=1 SV=2;B4E0R1_HUMAN Integrin beta OS=Homo sapiens OX=9606 PE=2 SV=1;A0A494C0X7_HUMAN Integrin beta OS=Homo sapiens OX=9606 GN=ITGB2 PE=1 SV=1;D3DSM0_HUMAN Integrin beta OS=Homo sapiens OX=9606 ,14,9,9,9,14.6,84.781,568500000,553910000,700410000,533040000,478370000,437270000,Quantified
P05109,Protein S100-A8,S100A8,"S100A8 is a calcium- and zinc-binding protein which plays a prominent role in the regulation of inflammatory processes and immune response. It can induce neutrophil chemotaxis and adhesion. Predominantly found as calprotectin (S100A8/A9) which has a wide plethora of intra- and extracellular functions. The intracellular functions include: facilitating leukocyte arachidonic acid trafficking and metabolism, modulation of the tubulin-dependent cytoskeleton during migration of phagocytes and activation of the neutrophilic NADPH-oxidase. Activates NADPH-oxidase by facilitating the enzyme complex assembly at the cell membrane, transferring arachidonic acid, an essential cofactor, to the enzyme complex and S100A8 contributes to the enzyme assembly by directly binding to NCF2/P67PHOX. The extracellular functions involve proinflammatory, antimicrobial, oxidant-scavenging and apoptosis-inducing activities. Its proinflammatory activity includes recruitment of leukocytes, promotion of cytokine and chemokine production, and regulation of leukocyte adhesion and migration. Acts as an alarmin or a danger associated molecular pattern (DAMP) molecule and stimulates innate immune cells via binding to pattern recognition receptors such as Toll-like receptor 4 (TLR4) and receptor for advanced glycation endproducts (AGER). Binding to TLR4 and AGER activates the MAP-kinase and NF-kappa-B signaling pathways resulting in the amplification of the proinflammatory cascade. Has antimicrobial activity towards bacteria and fungi and exerts its antimicrobial activity probably via chelation of Zn(2+) which is essential for microbial growth. Can induce cell death via autophagy and apoptosis and this occurs through the cross-talk of mitochondria and lysosomes via reactive oxygen species (ROS) and the process involves BNIP3. Can regulate neutrophil number and apoptosis by an anti-apoptotic effect; regulates cell survival via ITGAM/ITGB and TLR4 and a signaling mechanism involving MEK-ERK. Its role as an oxidant scavenger has a protective role in preventing exaggerated tissue damage by scavenging oxidants. Can act as a potent amplifier of inflammation in autoimmunity as well as in cancer development and tumor spread. The iNOS-S100A8/A9 transnitrosylase complex directs selective inflammatory stimulus-dependent S-nitrosylation of GAPDH and probably multiple targets such as ANXA5, EZR, MSN and VIM by recognizing a [IL]-x-C-x-x-[DE] motif; S100A8 seems to contribute to S-nitrosylation site selectivity.",P05109,S10A8_HUMAN Protein S100-A8 OS=Homo sapiens OX=9606 GN=S100A8 PE=1 SV=1,1,1,1,1,11.8,10.834,4157400,8734600,29990000,,3659100,,Quantified
Q53XC0,"Eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa, isoform CRA_a",EIF2S1,,Q53XC0;P05198;H0YJS4;G3V4T5,"Q53XC0_HUMAN Eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa, isoform CRA_a OS=Homo sapiens OX=9606 GN=EIF2S1 PE=2 SV=1;IF2A_HUMAN Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens OX=9606 GN=EIF2S1 PE=1 SV=3;H0YJS4_HU",4,9,9,9,33.3,36.112,88905000,62018000,79253000,72474000,60702000,81452000,Quantified
